"Rank","player","Hall_Rating","Avg_BPM","Position","Minutes","Games","Seasons","Teams","player_id"
1960,"Ed Earle",0.0174757128051202,3.86601690003971,"PF",12,2,1,1,"earleed01"
1961,"William Franklin",0.0173707696647925,-3.20629542977944,"PF",1274,109,3,2,"frankwi01"
1962,"Calvin Fowler",0.0173563585938356,-0.356934225231909,"SG",1310,82,1,1,"fowleca01"
1963,"Clint McDaniel",0.0171838069130742,0.952612169152958,"SG",71,12,1,1,"mcdancl01"
1964,"E.C. Coleman",0.0168579227293911,-1.05933423462122,"PF",9310,357,6,3,"colemec01"
1965,"Ken Boyd",0.0167964416703006,2.32221588828606,"SF",25,6,1,1,"boydke01"
1966,"Ryan Humphrey",0.0167042686121153,-5.0592337147851,"PF",777,88,3,2,"humphry01"
1967,"Eddie Gill",0.0166909330898123,-11.1057559014141,"PG",2079,196,7,6,"gilled01"
1968,"Mike Wilks",0.0166276035811321,-3.85688974516948,"PG",2252,239,7,9,"wilksmi01"
1969,"Ben Uzoh",0.0163433720585343,-0.322099063092398,"PG",808,60,2,3,"uzohbe01"
1970,"Bob Duffy",0.0162070268396178,-5.08818108652676,"PG",1147,99,3,3,"duffybo02"
1971,"Chris Taft",0.0161422441009511,0.441221338759329,"C",144,17,1,1,"taftch01"
1972,"Tommy Kearns",0.0160249013029995,5.50528653775757,"G",7,1,1,1,"kearnto01"
1973,"Earl Watson",0.0159300854954329,-2.61517176762876,"PG",19644,890,13,7,"watsoea01"
1974,"Steve Downing",0.0159290392204117,-8.36773960597892,"C",150,28,2,1,"downist01"
1975,"Adrian Caldwell",0.0159114461129307,-4.0385832324962,"PF",1607,199,6,5,"caldwad01"
1976,"Kevin Restani",0.0158984399567522,-3.42656687441791,"PF",10232,559,8,4,"restake01"
1977,"David Bustion",0.015846228325939,0.839289564454099,"PF",366,48,1,1,"bustida01"
1978,"Gerard King",0.0157643503496294,-0.96973983146614,"SF",1843,134,3,2,"kingge02"
1979,"Jamie Watson",0.0156838787273989,-3.1940801766881,"SF",1305,107,4,3,"watsoja01"
1980,"Edmund Lawrence",0.0155458887171846,2.6102267892326,"C",19,3,1,1,"lawreed01"
1981,"Mamadou N'Diaye",0.0155200155322633,-4.88898588579623,"C",858,69,5,4,"ndiayma02"
1982,"Josh Powell",0.0154677347257742,-4.70949713114019,"PF",4158,362,7,7,"poweljo01"
1983,"Mike Price",0.0151439483273012,-3.03338272292355,"SG",1093,131,3,3,"pricemi01"
1984,"Arnett Moultrie",0.0149143065847501,-2.78950517616331,"PF",729,59,2,1,"moultar01"
1985,"Jim Krebs",0.0142752890436046,-2.42794745533712,"C",11790,577,7,2,"krebsji01"
1986,"Clinton Wheeler",0.0142364459150747,-1.66260670443104,"PG",867,87,2,3,"wheelcl01"
1987,"Carl Thomas",0.0141835919004885,-3.09521846886558,"SG",545,64,3,4,"thomaca01"
1988,"Geert Hammink",0.0136255938738068,-2.78032491005097,"C",27,8,3,2,"hammige01"
1989,"Mike Higgins",0.0136043966041419,-1.25817002600556,"SF",111,18,2,3,"higgimi01"
1990,"Jeremy Richardson",0.0135893239664611,-15.9796894147304,"SF",253,49,3,5,"richaje01"
1991,"Tito Horford",0.0134973458632491,-4.79445624699913,"C",378,65,3,2,"horfoti01"
1992,"Michael Phelps",0.0134260730485784,-2.09236325033699,"SG",1372,132,3,2,"phelpmi01"
1993,"Johnny Jones",0.013062712696652,-3.30590135578794,"SF",934,85,2,2,"jonesjo01"
1994,"Travis Williams",0.012997991362064,-1.54553548070095,"SF",445,51,2,1,"willitr01"
1995,"Bayard Forrest",0.0127896725726778,0.354611758821475,"C",2243,154,2,1,"forreba01"
1996,"Pace Mannion",0.0126255781798401,-3.31073848651268,"SF",2166,224,6,6,"mannipa01"
1997,"Herm Gilliam",0.0122663360941179,-2.52277099920273,"SG",15777,614,8,5,"gillihe01"
1998,"Dick Ricketts",0.0122374638046746,-3.25490564693948,"PF",5708,214,3,3,"rickedi01"
1999,"Jeff Sanders",0.0120809326196305,-2.86592367950865,"PF",465,58,4,3,"sandeje01"
2000,"Bill Willoughby",0.0120449164822968,-1.79870448360237,"SF",9094,512,8,6,"willobi01"
2001,"Ennis Whatley",0.0120017399517554,-5.14106367326186,"PG",7368,416,10,7,"whatlen01"
2002,"George Patterson",0.011750587791755,-0.600609441649429,"C",563,60,1,1,"pattege01"
2003,"Derrick Byars",0.0114121216928922,1.21400299954659,"PF",37,2,1,1,"byarsde01"
2004,"John Comeaux",0.0111902283607053,0.233040946178497,"F",189,23,1,1,"comeajo01"
2005,"Barry Nelson",0.0110952409721184,-0.44554339483828,"C",107,30,1,1,"nelsoba01"
2006,"Orien Greene",0.0110473518551299,-3.82687115886127,"SG",1555,131,4,4,"greenor01"
2007,"Ron Watts",0.0109200634541901,-11.8271498329339,"F",97,29,2,1,"wattsro01"
2008,"Ricky Wilson",0.0109141618340167,-7.20340135654357,"PG",429,26,1,2,"wilsori02"
2009,"Rudy White",0.0108879598496658,-3.08893830764743,"SG",1187,125,5,3,"whiteru01"
2010,"Richie Regan",0.0108286430724597,-2.45439421889872,"PG",5557,217,3,2,"reganri01"
2011,"Lionel Hollins",0.0108197240520954,-3.83872121162765,"PG",20746,750,10,5,"hollili01"
2012,"Doug Edwards",0.0107636546458263,-2.47356269136887,"PF",841,86,3,2,"edwardo01"
2013,"Dwayne Schintzius",0.0107446050437607,-3.89836066972857,"C",2056,222,8,6,"schindw01"
2014,"Tom Patterson",0.010624968510642,-3.07784432420525,"PF",101,26,2,2,"patteto01"
2015,"Lazaro Borrell",0.0105748762553581,-0.800603855154634,"SF",193,19,1,1,"borrela01"
2016,"Sasha Kaun",0.0105243399359259,3.3013223326558,"C",9,3,1,1,"kaunsa01"
2017,"Ruben Boumtje-Boumtje",0.0103734180647714,-1.93245131275186,"C",276,44,3,1,"boumtru01"
2018,"Mike Brittain",0.0103462627299235,-2.08986079865468,"C",250,39,2,1,"brittmi01"
2019,"Antonio Lang",0.0101502879242607,-2.79473808573424,"SF",1397,144,6,5,"langan02"
2020,"Luis Flores",0.0101320299890823,-1.16068231626058,"PG",77,16,1,2,"florelu01"
2021,"Larry Owens",0.00986559381192624,-1.36302628335482,"SF",218,19,2,3,"owensla01"
2022,"Samuel Little",0.0098284680282321,2.75840227996007,"G",11,3,1,1,"littlsa01"
2023,"Jorge Gutierrez",0.00968688740538967,-1.56743073686012,"PG",434,38,2,2,"gutiejo01"
2024,"Michael Wilson",0.00940155604640939,-15.9102177764218,"SG",338,32,3,4,"wilsomi01"
2025,"Toby Kimball",0.00929933114840528,-3.88211332522152,"PF",10676,585,9,6,"kimbato01"
2026,"James Ray",0.00911026202585785,-5.07686356792611,"PF",863,107,3,1,"rayja01"
2027,"Daniel Ewing",0.0089534488266398,-1.52170487260425,"SG",1688,133,2,1,"ewingda01"
2028,"Jimmy Oliver",0.00893464778493698,-4.16110036693555,"SG",856,78,5,5,"oliveji01"
2029,"Mouhamed Sene",0.00891767381831384,-3.11969746534505,"C",260,47,3,3,"senesa01"
2030,"Walter Bond",0.00880447515968594,-4.13277683758032,"SG",2440,157,3,3,"bondwa01"
2031,"Gary Zeller",0.00879222156873705,-8.12515528591684,"SG",855,108,2,2,"zellega01"
2032,"Dave Gunther",0.00851973407742568,4.35336733287475,"F",5,1,1,1,"gunthda01"
2033,"Joel Freeland",0.00850493421246419,-2.73835539221621,"C",1852,162,3,1,"freeljo01"
2034,"Derrick Dial",0.0083082512631934,-2.09616252144408,"SG",695,84,4,4,"dialde01"
2035,"Cheikh Samb",0.00788171899996819,-11.5726617969153,"C",114,22,2,4,"sambch01"
2036,"George Peeples",0.00786958940299947,-2.04075932307476,"C",7542,333,6,3,"peeplge01"
2037,"Yvon Joseph",0.00775577837551984,4.05267436860461,"C",5,1,1,1,"josepyv01"
2038,"Terrel Harris",0.00752259101065111,-6.26344614760949,"SG",465,46,2,2,"harrite01"
2039,"Morlon Wiley",0.00733728675469918,-3.82987620855609,"PG",3843,295,7,5,"wileymo01"
2040,"Mike Peplowski",0.00732194738561432,-1.38175653878163,"C",705,68,3,4,"peplomi01"
2041,"Linton Townes",0.0072201154202108,-5.5718253171981,"SF",609,68,3,4,"towneli01"
2042,"Etdrick Bohannon",0.00686263355378276,-7.86227676964591,"PF",152,26,4,5,"bohanet01"
2043,"Ralph Lewis",0.00681850511621352,-5.62392214056485,"SG",689,109,3,2,"lewisra01"
2044,"Dave Feitl",0.00679390707846186,-7.20362119867664,"C",3012,282,5,4,"feitlda01"
2045,"Lawrence Roberts",0.00678502239427525,-0.350880456694028,"C",1150,87,2,1,"roberla01"
2046,"Grant Simmons",0.00662520380489248,-3.81269183988038,"PG",2670,102,2,1,"simmogr01"
2047,"Mo Mahoney",0.00660560537849812,-8.43046499802306,"F",90,12,2,2,"mahonmo01"
2048,"Tony Brown",0.00633017630191197,-2.60455192280121,"SF",6139,377,7,9,"brownto01"
2049,"Pat Cummings",0.00632117815638706,-2.60466744155953,"PF",14970,713,12,5,"cummipa01"
2050,"Andrew Goudelock",0.00626809783078577,-6.20999588788359,"SG",515,48,2,1,"goudean01"
2051,"Corky Calhoun",0.00623264775009264,-1.87579529723054,"SF",11104,560,8,4,"calhoco01"
2052,"Chris Jent",0.00612378426027158,-1.52360334433652,"SF",150,17,2,2,"jentch01"
2053,"Gerald Paddio",0.00599096636089929,-5.34017833849262,"SF",1655,138,3,5,"paddige01"
2054,"Lee Winfield",0.0059697066086487,-2.15522854537551,"PG",7460,410,7,3,"winfile01"
2055,"Ken Wilburn",0.00563667008866881,-4.86665816251083,"SF",598,61,2,4,"wilbuke01"
2056,"Irving Thomas",0.00559203410332788,-2.36803588466374,"PF",113,29,1,1,"thomair01"
2057,"Anthony Cook",0.00558700557858812,-8.41167850098607,"PF",1499,116,4,4,"cookan01"
2058,"Bob Santini",0.00550407240083274,0.941914303029464,"F",23,4,1,1,"santibo01"
2059,"Monti Davis",0.00537287506020035,-10.3990390011258,"PF",10,2,1,2,"davismo01"
2060,"Jimmy O'Brien",0.00525258220602919,-2.5192527455594,"PG",6758,333,4,3,"obrieji01"
2061,"Walter Tavares",0.00524873655166215,6.16475676683556,"C",2,2,1,1,"tavarwa01"
2062,"Jeff Grayer",0.00524848482894612,-4.88714903833451,"SG",8372,448,9,5,"grayeje01"
2063,"Marcus Liberty",0.00518631837446497,-2.8966761284004,"SF",4568,267,4,2,"liberma01"
2064,"Adam Morrison",0.00483716139015207,-4.55214124924949,"SF",3291,163,3,2,"morriad01"
2065,"Sasha Pavlovic",0.00468160631542275,-4.64330222270482,"SG",9750,619,10,7,"pavloal01"
2066,"Pete Williams",0.00465760228317989,-3.1795189155705,"PF",601,62,2,1,"willipe01"
2067,"Ed Sherod",0.00464138821628564,-0.00613327483319929,"PG",1647,70,2,2,"sheroed01"
2068,"Steve Bardo",0.00462407926564419,0.277711880596264,"SG",299,33,3,3,"bardost01"
2069,"Brandon Williams",0.00462107301673755,-8.25548422930211,"SG",163,18,3,3,"willibr01"
2070,"Jon Brockman",0.00442855148103445,-1.65817002600556,"PF",1570,150,3,2,"brockjo01"
2071,"Julius Hodge",0.00434406785884524,-4.73479009655846,"SG",98,23,2,2,"hodgeju01"
2072,"Josh Akognon",0.00434328962017827,1.89946532722463,"PG",9,3,1,1,"akognjo01"
2073,"Kenny Gattison",0.00428379348018195,-2.21872684159526,"PF",10172,507,9,3,"gattike01"
2074,"Ron Rowan",0.00413987226929368,1.01840857824624,"SG",16,7,1,1,"rowanro01"
2075,"Eric Moreland",0.00401956711544606,-0.721412678542718,"PF",13,6,2,1,"moreler01"
2076,"Michael Bradley",0.00400304603439295,-3.33730221081263,"PF",2019,174,5,5,"bradlmi01"
2077,"Tom Kondla",0.00399438823539369,-1.76066536996485,"C",353,42,1,2,"kondlto01"
2078,"Ronald Dupree",0.00393972039331063,-4.21548207419954,"SF",1796,171,6,5,"duprero01"
2079,"Sean Lampley",0.00391187872613043,-0.918596070670136,"SF",550,45,2,2,"lamplse01"
2080,"Shawnelle Scott",0.00390322645890927,-7.57713743648461,"C",650,113,4,3,"scottsh01"
2081,"JaMychal Green",0.00385406229845771,-1.3689453460526,"PF",430,43,2,2,"greenja01"
2082,"Monte Towe",0.00384493867385474,-4.81803588466374,"PG",1021,120,2,2,"towemo01"
2083,"Jeff Lamp",0.00380030412423672,-3.96724461008698,"SF",3550,303,6,4,"lampje01"
2084,"Paul Davis",0.00374500462394779,-2.43949740123186,"PF",702,82,4,2,"davispa01"
2085,"Dijon Thompson",0.00373464949370801,-2.04139328132031,"SF",93,16,2,2,"thompdi01"
2086,"Russ Schoene",0.00372461998023168,-2.44033599849839,"PF",3753,312,4,3,"schoeru01"
2087,"Bob Knight",0.00367560599464703,0.49886845499761,"G-F",29,2,1,1,"knighbo01"
2088,"J.R. Giddens",0.00357769672608251,-2.25543239642573,"SF",247,38,2,2,"giddejr01"
2089,"Tony Jackson",0.00357291764236264,1.00450027430995,"PG",14,2,1,1,"jacksto02"
2090,"Jeff Trepagnier",0.00329264525201477,-5.67636741835709,"SG",270,31,3,2,"trepaje01"
2091,"Sam Jacobson",0.00320787016596764,-3.02699740123186,"PG",752,68,3,3,"jacobsa01"
2092,"Bob Bigelow",0.00320485645364142,-5.4685642335574,"SF",762,94,4,3,"bigelbo01"
2093,"Scott Roth",0.00320213114806274,-3.04745282346974,"SF",1808,166,3,3,"rothsc01"
2094,"Alphonso Ford",0.00318296117894249,-5.88067846890108,"PG",114,11,2,2,"fordal01"
2095,"Dwight Waller",0.00306844972522505,-3.56238515196106,"F",126,20,3,2,"walledw01"
2096,"Bob Burrow",0.00300826391847591,-4.61831108977031,"C",1199,81,2,2,"burrobo01"
2097,"Vitaly Potapenko",0.00299657011769176,-4.47217730022782,"C",11724,623,11,4,"potapvi01"
2098,"Ricky Blanton",0.00299573951272459,0.907017747852616,"SF",13,2,1,1,"blantri01"
2099,"Doug Overton",0.0029829963558523,-5.60108639211205,"PG",7275,499,11,8,"overtdo01"
2100,"Trey Johnson",0.00298129128440655,-7.12961755576166,"SG",181,26,3,4,"johnstr01"
2101,"Derrick Williams",0.00295136917291397,-2.53887580777765,"PF",6794,310,5,3,"willide02"
2102,"Erwin Mueller",0.00284731594618391,-5.49776667838563,"PF",10212,467,8,6,"mueller01"
2103,"Mark Hendrickson",0.00276696515131268,-2.76311434576968,"PF",1508,114,4,4,"hendrma01"
2104,"Martynas Andriuskevicius",0.002609500012407,1.14122133875933,"C",9,6,1,1,"andrima01"
2105,"Roger Mason",0.0025463790929697,-3.57717225292126,"SG",9556,542,10,7,"masonro01"
2106,"Doug Kistler",0.00252567264471987,0.764695963816723,"F",13,5,1,1,"kistldo01"
2107,"Dickey Simpkins",0.00251997398205375,-3.97387650457056,"PF",5275,340,7,3,"simpkdi01"
2108,"Solomon Jones",0.00250936187862564,-3.83117016551149,"PF",3198,297,8,6,"jonesso01"
2109,"Carroll Hooser",0.00250727541280185,-0.777827780862171,"PF",726,59,1,1,"hooseca01"
2110,"Reggie Bullock",0.00250056433234281,-5.40594233934414,"SF",796,89,3,3,"bullore01"
2111,"Joe Harris",0.00249912865044243,-2.39765410847038,"SG",523,61,2,1,"harrijo01"
2112,"Ansu Sesay",0.002286345433143,-2.39187084205973,"SF",1361,131,4,2,"sesayan01"
2113,"Don MacLean",0.00223773474529276,-4.56600134659727,"SF",6679,319,9,7,"macledo01"
2114,"Donald Washington",0.00219275452961436,-2.53205712226371,"SF",522,60,2,2,"washido01"
2115,"Pape Sow",0.00210003076553736,-2.70079629511363,"C",879,76,3,1,"sowpa01"
2116,"Earl Barron",0.00188775214460326,-6.7450356783804,"C",1985,140,8,7,"barroea01"
2117,"Nick Young",0.00179908989366884,-3.44897851482756,"SG",12875,550,9,4,"youngni01"
2118,"Sam Williams",0.0017377068875743,-3.08437843177201,"SG",688,68,2,1,"willisa01"
2119,"Al Beard",0.00167354360314001,0.055822606965755,"C",118,12,1,1,"beardal01"
2120,"Alonzo Gee",0.00158519273884317,-2.66044133168578,"SF",7648,346,7,6,"geeal01"
2121,"Furkan Aldemir",0.00139879886525789,0.0101956895067686,"PF",540,41,1,1,"aldemfu01"
2122,"Kaniel Dickens",0.00135679466097301,-2.96091802216066,"PF",85,19,3,3,"dickeka01"
2123,"Darren Morningstar",0.00114759373953848,-1.03314929285501,"C",367,23,1,2,"mornida01"
2124,"William Cunningham",0.0010638811486934,-4.05973826368208,"C",201,23,2,4,"cunniwi01"
2125,"Andrae Patterson",0.00103912741011155,-0.840899379388851,"PF",311,42,2,1,"pattean01"
2126,"Paul Ruffner",0.000890226452550324,-19.2351267863331,"C",1285,135,5,4,"ruffnpa01"
2127,"Dave Britton",0.000840958559132422,0.367779209860579,"PG",9,2,1,1,"brittda01"
2128,"Jim Bostic",0.000579830760265958,0.0475461223418085,"PF",48,4,1,1,"bostiji01"
2129,"Luther Rackley",0.000501127483654802,-3.83864983914957,"C",4365,289,5,5,"rackllu01"
2130,"Andre Roberson",0.000486919166688294,-5.25965438743258,"PF",1994,122,3,1,"roberan03"
2131,"Randy Holcomb",0.000224862460433185,0.080459876751365,"SF",11,4,1,1,"holcora01"
2132,"Matthew Aitch",0.000215408941324183,-1.42024426050836,"PF",641,47,1,1,"aitchma01"
2133,"Kyle Weaver",0.000210695527364072,-3.27435717678241,"SG",1391,74,3,2,"weaveky01"
2134,"Brian Heaney",0.000204842873826181,-7.91086593417503,"G",77,20,1,1,"heanebr01"
2135,"Ivan Johnson",0.000102925741532277,-1.94080977051954,"PF",2131,136,2,1,"johnsiv01"
3066.5,"A.J. Bramlett",0,-13.600029703293,"C",61,8,1,1,"bramlaj01"
3066.5,"A.J. English",0,-4.52687115886127,"SG",3108,151,2,1,"engliaj01"
3066.5,"A.J. Guyton",0,-10.9732413095793,"PG",1246,80,3,2,"guytoaj01"
3066.5,"A.J. Wynder",0,-8.17215089596877,"PG",39,6,1,1,"wyndeaj01"
3066.5,"A.W. Holt",0,-22.3179927186429,"SF",14,6,1,1,"holtaw01"
3066.5,"Aaron Harrison",0,-7.40311434576968,"G",2,1,1,1,"harriaa01"
3066.5,"Aaron James",0,-2.0791873819979,"SF",7671,356,5,1,"jamesaa01"
3066.5,"Aaron Miles",0,-6.77466836951144,"PG",118,19,1,1,"milesaa01"
3066.5,"Aaron Swinson",0,-4.37844457982543,"SF",51,9,1,1,"swinsaa01"
3066.5,"Acie Earl",0,-6.18628168358477,"C",2522,194,4,3,"earlac01"
3066.5,"Adam Harrington",0,-7.21264817073214,"SG",111,19,1,2,"harriad01"
3066.5,"Adonis Jordan",0,-4.8050335506525,"PG",97,10,2,2,"jordaad01"
3066.5,"Adonis Thomas",0,-6.97117574366445,"F",37,6,1,2,"thomaad01"
3066.5,"Adreian Payne",0,-6.52656684124371,"PF",834,40,2,2,"paynead01"
3066.5,"Al Carlson",0,-4.72655647466843,"C",279,28,1,1,"carlsal01"
3066.5,"Al Eberhard",0,-3.92362926077471,"SF",4362,231,4,1,"eberhal01"
3066.5,"Al Fleming",0,-3.48576704850276,"SF",118,25,1,1,"flemial01"
3066.5,"Al Hairston",0,-6.7892357451264,"SG",294,42,2,1,"hairsal01"
3066.5,"Al Henry",0,-3.08980291406041,"C",447,49,2,1,"henryal01"
3066.5,"Al Jackson",0,-13.501380342809,"G",17,2,1,1,"jacksal01"
3066.5,"Al Roges",0,-3.88728544051775,"SF",1937,67,1,1,"rogesal01"
3066.5,"Al Salvadori",0,-5.48225049343243,"F",186,17,1,1,"salvaal01"
3066.5,"Al Thornton",0,-3.33973051548811,"SF",8274,296,4,3,"thornal01"
3066.5,"Al Williams",0,-4.15311294933686,"F",70,11,1,1,"willial01"
3066.5,"Al Wood",0,-2.16412522905136,"SG",10096,422,6,4,"woodal01"
3066.5,"Alaa Abdelnaby",0,-7.68887615017472,"PF",3306,273,5,5,"abdelal01"
3066.5,"Alan Hardy",0,-7.05473441632259,"SG",421,60,2,2,"hardyal01"
3066.5,"Alan Ogg",0,-3.27222980325563,"C",672,83,3,3,"oggal01"
3066.5,"Alando Tucker",0,-5.75582026113459,"SF",426,51,3,2,"tuckeal02"
3066.5,"Alec Kessler",0,-5.80024692414733,"PF",2949,212,4,1,"kesslal01"
3066.5,"Aleksandar Djordjevic",0,-1.71702264970597,"SG",61,8,1,1,"djordal01"
3066.5,"Aleksandar Radojevic",0,-11.0006746215416,"C",152,15,2,2,"radojal01"
3066.5,"Alex Acker",0,-7.57026279081178,"SG",234,30,2,2,"ackeral01"
3066.5,"Alex Blackwell",0,-5.84682066191303,"SF",109,27,1,1,"blackal01"
3066.5,"Alex Bradley",0,-3.11831248620313,"SF",331,39,1,1,"bradlal02"
3066.5,"Alex Garcia",0,-11.1250452531559,"SG",159,10,2,2,"garcial01"
3066.5,"Alex Kirk",0,-4.69109414699039,"C",14,5,1,1,"kirkal01"
3066.5,"Alex Len",0,-2.43834615083529,"C",2077,124,3,1,"lenal01"
3066.5,"Alex Stivrins",0,-15.8174112358539,"SF",90,22,2,5,"stivral01"
3066.5,"Alexander Johnson",0,-3.48761707100632,"PF",1302,102,2,2,"johnsal01"
3066.5,"Alfredrick Hughes",0,-8.78265130630026,"SG",884,71,1,1,"hugheri01"
3066.5,"Allan Ray",0,-3.22844457982543,"SG",710,47,1,1,"rayal01"
3066.5,"Allen Murphy",0,-10.5120499020723,"SG",266,31,2,2,"murphal01"
3066.5,"Allie McGuire",0,-4.54996750384136,"SG",10,2,1,1,"mcguial02"
3066.5,"Alton Ford",0,-5.56663417050802,"PF",524,73,3,2,"fordal02"
3066.5,"Alvin Heggs",0,-2.20053467277537,"SF",14,4,1,1,"heggsal01"
3066.5,"Alvin Jones",0,-11.420331973191,"C",131,25,1,1,"jonesal01"
3066.5,"Alvin Sims",0,-7.72155262730894,"SG",25,4,1,1,"simsal01"
3066.5,"Andre Barrett",0,-4.21040391508121,"PG",819,67,4,6,"barrean01"
3066.5,"Andre Brown",0,-6.57256010831728,"PF",598,75,3,3,"brownan01"
3066.5,"Andre Dawkins",0,-11.9025782765615,"SG",22,4,1,1,"dawkian01"
3066.5,"Andre Emmett",0,-5.72750052724693,"SF",73,14,2,2,"emmetan01"
3066.5,"Andre McCarter",0,-6.87551789393427,"PG",1182,103,3,2,"mccaran01"
3066.5,"Andre Moore",0,-5.02182066191303,"PF",50,10,1,2,"moorean01"
3066.5,"Andre Owens",0,-5.22592710628277,"PG",602,54,2,2,"owensan01"
3066.5,"Andre Spencer",0,-4.58557939868436,"SF",771,48,2,3,"spencan01"
3066.5,"Andre Wakefield",0,-14.5494314346332,"SG",633,81,2,3,"wakefan01"
3066.5,"Andreas Glyniadakis",0,-11.5601617969153,"C",81,13,1,1,"glynian01"
3066.5,"Andres Guibert",0,-9.73041043429699,"C",200,22,2,1,"guibean01"
3066.5,"Andrew Gaze",0,-2.6958455096087,"SG",128,26,2,2,"gazean01"
3066.5,"Andrew Levane",0,-16.8685287878511,"SG",68,7,1,1,"levanan01"
3066.5,"Andrew Nicholson",0,-5.76216059457998,"PF",2951,195,4,1,"nichoan01"
3066.5,"Andrew Wiggins",0,-2.22400790139994,"SG",3383,94,2,1,"wiggian01"
3066.5,"Andy Panko",0,-5.91897295431462,"SF",1,1,1,1,"pankoan01"
3066.5,"Andy Rautins",0,-17.2982037975877,"SG",24,5,1,1,"rautian01"
3066.5,"Andy Toolson",0,-6.47091754763307,"SF",527,62,2,1,"toolsan01"
3066.5,"Andy Walker",0,-1.74804829895853,"SF",438,40,1,1,"walkean01"
3066.5,"Ansley Truitt",0,-6.67847428311844,"PF",86,16,1,1,"truitan01"
3066.5,"Anthony Bennett",0,-6.3487191336453,"PF",1600,116,3,3,"bennean01"
3066.5,"Anthony Frederick",0,-3.5917442485266,"SF",1640,147,3,3,"fredean01"
3066.5,"Anthony Grundy",0,-1.08791620533624,"SG",108,12,1,1,"grundan01"
3066.5,"Anthony Jones",0,-3.39386520393858,"SG",1707,165,3,4,"jonesan01"
3066.5,"Anthony Pullard",0,-9.31774531726912,"PF",37,8,1,1,"pullaan01"
3066.5,"Anthony Taylor",0,-3.59996750384136,"PG",368,21,1,1,"tayloan01"
3066.5,"Anthony Tucker",0,-3.12781521143976,"SF",982,62,1,1,"tuckean01"
3066.5,"Antoine Rigaudeau",0,-12.2456241245934,"SG",91,11,1,1,"rigauan01"
3066.5,"Antonio Anderson",0,-10.3462223932532,"SF",15,1,1,1,"anderan02"
3066.5,"Antonis Fotsis",0,-4.41579501266047,"PF",320,28,1,1,"fotsian01"
3066.5,"Archie Goodwin",0,-4.14385250972076,"SG",1178,102,3,1,"goodwar01"
3066.5,"Armon Johnson",0,-4.0638965409282,"PG",401,47,2,2,"johnsar02"
3066.5,"Art Burris",0,-8.07406870441878,"SF",514,41,1,2,"burriar01"
3066.5,"Art Collins",0,-6.68860777317355,"SG",395,29,1,1,"colliar01"
3066.5,"Art Harris",0,-6.60930516476946,"SG",5295,245,4,2,"harriar01"
3066.5,"Art Long",0,-8.06298617971934,"SF",1220,98,3,4,"longar01"
3066.5,"Arvid Kramer",0,-8.75191780845,"C",45,8,1,1,"kramear01"
